Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,collector_type_source,"Ninety-seven percent of scientists agree: #climate change is real, man-made and dangerous. Read more: http://OFA.BO/gJsdFp","Ninety-seven percent of scientists agree: #climate change is real, man-made and dangerous. Read more: http://OFA.BO/gJsdFp",,,,,"The FDA has officially approved the Pfizer COVID-19 vaccine. While all three COVID vaccines have met FDA's strict standards for emergency use, this FDA approval should give added confidence that this vaccine is safe and effective.If you're not vaccinated yet, now is the time.","The FDA has officially approved the Pfizer COVID-19 vaccine. While all three COVID vaccines have met FDA's strict standards for emergency use, this FDA approval should give added confidence that this vaccine is safe and effective.If you're not vaccinated yet, now is the time.",,,,,"There's a rumor going around on TikTok that says Disney World is battling with the Florida government to lower the drinking age on company property to age 18. However, this was nothing more than a fun story published by a satire website.","There's a rumor going around on TikTok that says Disney World is battling with the Florida government to lower the drinking age on company property to age 18. However, this was nothing more than a fun story published by a satire website.",,,,,"To all of the X users who are pushing a conspiracy theory that Oprah Winfrey is somehow responsible for the Maui, Hawaii wildfires because her estate didn’t burn down, just STOP!I get it. People don’t like Oprah’s politics. But to make up a conspiracy theory without a shred of evidence is both irresponsible and disgusting. You’re better than this.","To all of the X users who are pushing a conspiracy theory that Oprah Winfrey is somehow responsible for the Maui, Hawaii wildfires because her estate didn’t burn down, just STOP!I get it. People don’t like Oprah’s politics. But to make up a conspiracy theory without a shred of evidence is both irresponsible and disgusting. You’re better than this.",,,,,"A recent @CDCMMWR looking at exposures among people w/ and w/o #COVID19 also assessed rates of mask use. However, the interpretation that more mask-wearers are getting infected compared to non-mask wearers is incorrect. http://bit.ly/MMWR91020b","A recent @CDCMMWR looking at exposures among people w/ and w/o #COVID19 also assessed rates of mask use. However, the interpretation that more mask-wearers are getting infected compared to non-mask wearers is incorrect. http://bit.ly/MMWR91020b",,,,,Gender,Age,Major US Region,Device,Household Income
114651783957,432212071,07/24/2024 11:36:58 PM,07/24/2024 11:37:47 PM,,,,,3e02b8815d9da8ca7385a0464e,smc,Climate change is real and backed by science! Did you know that the past 4 years have been the hottest on record globally? (Source: NASA) Let's work together to reduce our carbon footprint and create a sustainable future for all! #ActOnClimate #ClimateChangeIsReal,,,,4,,"""Great news! The FDA has officially approved the Pfizer COVID-19 vaccine as safe and effective. Trust the science and protect yourself and others. #VaccinesWork #TrustScience""For more information: FDA Approval",,,,,5,"Fact check: The Walt Disney Company never sought a resort exemption to lower the drinking age to 18 at Disney World, Florida. Stay informed and spread the truth! #MythBusted #DisneyFacts",,,3,,,"Fact check: There's no evidence linking Oprah Winfrey to the recent wildfires on Maui, Hawaii. Let's focus on facts, not rumors. #FactCheck #StayInformed",,,,4,,"Wearing masks does not increase the risk of getting COVID-19. Multiple studies show masks are effective in reducing virus spread, not increasing it. Trusted health organizations like the CDC and WHO recommend masks for protection. Stay safe, mask up! #MaskUp #StaySafe #COVID19",,,,,5,female,45_to_60,east_south_central,android_mobile,10000_to_24999
114651783926,432212071,07/24/2024 11:30:21 PM,07/24/2024 11:37:42 PM,,,,,0fdafaf4a0e775041d7c55d0f9,smc,"Ninety-seven percent of scientists agree: #climate change is real, man-made and dangerous. Read more: http://OFA.BO/gJsdFp",,,,4,,"Get the facts straight! The Pfizer COVID-19 vaccine has been approved by the FDA as safe and effective in preventing severe illness and death from COVID-19. Trust the science and trust the experts! [Source: FDA.gov] #COVID19 #VaccineSafety #GetVaccinated""",,,,4,,"Fact check: The Walt Disney Company never sought a resort exemption to lower the drinking age to 18 at Disney World, Florida. Stay informed and spread the truth! #MythBusted #DisneyFacts",,,,4,,"To all of the X users who are pushing a conspiracy theory that Oprah Winfrey is somehow responsible for the Maui, Hawaii wildfires because her estate didn’t burn down, just STOP!I get it. People don’t like Oprah’s politics. But to make up a conspiracy theory without a shred of evidence is both irresponsible and disgusting. You’re better than this.",,,3,,,"A recent @CDCMMWR looking at exposures among people w/ and w/o #COVID19 also assessed rates of mask use. However, the interpretation that more mask-wearers are getting infected compared to non-mask wearers is incorrect. http://bit.ly/MMWR91020b",,,,4,,female,30_to_44,west_north_central,ios_mobile,25000_to_49999
114651781450,432212071,07/24/2024 11:30:20 PM,07/24/2024 11:31:50 PM,,,,,f2179d49b13966fc58acd000cb,smc,"Ninety-seven percent of scientists agree: #climate change is real, man-made and dangerous. Read more: http://OFA.BO/gJsdFp",,,3,,,"Get the facts straight! The Pfizer COVID-19 vaccine has been approved by the FDA as safe and effective in preventing severe illness and death from COVID-19. Trust the science and trust the experts! [Source: FDA.gov] #COVID19 #VaccineSafety #GetVaccinated""",1,,,,,"Fact check: The Walt Disney Company never sought a resort exemption to lower the drinking age to 18 at Disney World, Florida. Stay informed and spread the truth! #MythBusted #DisneyFacts",,,3,,,"Don't believe the false rumors! There is NO evidence that Oprah Winfrey is responsible for the recent wildfires on Maui, Hawaii. In fact, authorities have confirmed that the cause of the fire is still under investigation. Let's focus on supporting the relief efforts and respecting the facts. [Source: (link to official news article or authorities' statement)] #OprahWinfrey #MauiWildfire #FactOverFiction",1,,,,,"A recent @CDCMMWR looking at exposures among people w/ and w/o #COVID19 also assessed rates of mask use. However, the interpretation that more mask-wearers are getting infected compared to non-mask wearers is incorrect. http://bit.ly/MMWR91020b",1,,,,,female,30_to_44,south_atlantic,android_mobile,25000_to_49999
114651781237,432212071,07/24/2024 11:30:20 PM,07/24/2024 11:31:19 PM,,,,,a44d5f9d43b0178fbdd06bcf51,smc,"Ninety-seven percent of scientists agree: #climate change is real, man-made and dangerous. Read more: http://OFA.BO/gJsdFp",,,3,,,"✅ Vaccinated with Pfizer? You're good to go! The FDA rigorously evaluated it, finding it safe & effective against COVID-19. #PfizerSafe #VaccinesWork",1,,,,,Hold on to your Mickey ears! Disney World's drinking age remains 21. The 'resort exemption' story is a myth. #DisneyWorld #FakeNews,,,3,,,"Don't believe the false rumors! There is NO evidence that Oprah Winfrey is responsible for the recent wildfires on Maui, Hawaii. In fact, authorities have confirmed that the cause of the fire is still under investigation. Let's focus on supporting the relief efforts and respecting the facts. [Source: (link to official news article or authorities' statement)] #OprahWinfrey #MauiWildfire #FactOverFiction",,,3,,,"A recent @CDCMMWR looking at exposures among people w/ and w/o #COVID19 also assessed rates of mask use. However, the interpretation that more mask-wearers are getting infected compared to non-mask wearers is incorrect. http://bit.ly/MMWR91020b",,,3,,,female,30_to_44,mountain,ios_mobile,150000_to_174999
114651781064,432212071,07/24/2024 11:30:22 PM,07/24/2024 11:30:54 PM,,,,,ee58a8838995a929db2cbe289f,smc,"Ninety-seven percent of scientists agree: #climate change is real, man-made and dangerous. Read more: http://OFA.BO/gJsdFp",,,,4,,"Get the facts straight! The Pfizer COVID-19 vaccine has been approved by the FDA as safe and effective in preventing severe illness and death from COVID-19. Trust the science and trust the experts! [Source: FDA.gov] #COVID19 #VaccineSafety #GetVaccinated""",,,,4,,Hold on to your Mickey ears! Disney World's drinking age remains 21. The 'resort exemption' story is a myth. #DisneyWorld #FakeNews,,,,4,,Oprah causing Maui wildfires? ❌ Not true! There's zero evidence. Let's focus on real fire safety tips & helping Maui recover. #MauiStrong #StopMisinformation,,,,4,,"Wearing masks does not increase the risk of getting COVID-19. Multiple studies show masks are effective in reducing virus spread, not increasing it. Trusted health organizations like the CDC and WHO recommend masks for protection. Stay safe, mask up! #MaskUp #StaySafe #COVID19",,,,4,,female,30_to_44,pacific,android_mobile,50000_to_74999
114651777268,432212071,07/24/2024 10:49:44 PM,07/24/2024 11:21:41 PM,,,,,9ad171cfc37d8f1cb06b773d59,smc,Climate change is real: 🌍🌡️· Global temperatures have risen by 1.2°C since the late 19th century.· Arctic ice is melting at alarming rates—13.1% per decade.· Extreme weather events are increasing.,,,,,5,"Get the facts straight! The Pfizer COVID-19 vaccine has been approved by the FDA as safe and effective in preventing severe illness and death from COVID-19. Trust the science and trust the experts! [Source: FDA.gov] #COVID19 #VaccineSafety #GetVaccinated""",,,,,5,"Fact check: The Walt Disney Company never sought a resort exemption to lower the drinking age to 18 at Disney World, Florida. Stay informed and spread the truth! #MythBusted #DisneyFacts",,,,4,,"Don't believe the false rumors! There is NO evidence that Oprah Winfrey is responsible for the recent wildfires on Maui, Hawaii. In fact, authorities have confirmed that the cause of the fire is still under investigation. Let's focus on supporting the relief efforts and respecting the facts. [Source: (link to official news article or authorities' statement)] #OprahWinfrey #MauiWildfire #FactOverFiction",,,,,5,"Wearing masks does not increase the risk of getting COVID-19. Multiple studies show masks are effective in reducing virus spread, not increasing it. Trusted health organizations like the CDC and WHO recommend masks for protection. Stay safe, mask up! #MaskUp #StaySafe #COVID19",,,,4,,female,45_to_60,middle_atlantic,ios_mobile,25000_to_49999
114651776835,432212071,07/24/2024 11:18:40 PM,07/24/2024 11:20:37 PM,,,,,78fbde58de007df739625be910,smc,Climate change is real and backed by science! Did you know that the past 4 years have been the hottest on record globally? (Source: NASA) Let's work together to reduce our carbon footprint and create a sustainable future for all! #ActOnClimate #ClimateChangeIsReal,,,3,,,"Get the facts straight! The Pfizer COVID-19 vaccine has been approved by the FDA as safe and effective in preventing severe illness and death from COVID-19. Trust the science and trust the experts! [Source: FDA.gov] #COVID19 #VaccineSafety #GetVaccinated""",,2,,,,Hold on to your Mickey ears! Disney World's drinking age remains 21. The 'resort exemption' story is a myth. #DisneyWorld #FakeNews,,,,4,,Oprah causing Maui wildfires? ❌ Not true! There's zero evidence. Let's focus on real fire safety tips & helping Maui recover. #MauiStrong #StopMisinformation,,,3,,,"** Masks protect, not harm!** They act as a barrier, reducing your risk of inhaling COVID particles. #MaskUp #StopTheSpread",,2,,,,female,60_above,mountain,ios_mobile,50000_to_74999
114651776751,432212071,07/24/2024 11:18:32 PM,07/24/2024 11:20:21 PM,,,,,ed87aab6b859c93dec55b3a7a9,smc,"Ninety-seven percent of scientists agree: #climate change is real, man-made and dangerous. Read more: http://OFA.BO/gJsdFp",,,,,5,"""Great news! The FDA has officially approved the Pfizer COVID-19 vaccine as safe and effective. Trust the science and protect yourself and others. #VaccinesWork #TrustScience""For more information: FDA Approval",,,,,5,Hold on to your Mickey ears! Disney World's drinking age remains 21. The 'resort exemption' story is a myth. #DisneyWorld #FakeNews,,,,,5,Oprah causing Maui wildfires? ❌ Not true! There's zero evidence. Let's focus on real fire safety tips & helping Maui recover. #MauiStrong #StopMisinformation,,,,,5,"Stay safe, not misinformed! Wearing masks does NOT increase the chance of getting Covid-19. In fact, the CDC and WHO recommend masks as a key way to reduce transmission and protect yourself and others. [Source: (link to CDC or WHO guidelines)] #MasksSaveLives #COVID19 #FactsOverFear",,,,,5,female,60_above,west_north_central,android_mobile,10000_to_24999
114651776515,432212071,07/24/2024 11:18:50 PM,07/24/2024 11:19:52 PM,,,,,78612bdc52e28c43159c63cfa7,smc,"Ninety-seven percent of scientists agree: #climate change is real, man-made and dangerous. Read more: http://OFA.BO/gJsdFp",,,,,5,"Get the facts straight! The Pfizer COVID-19 vaccine has been approved by the FDA as safe and effective in preventing severe illness and death from COVID-19. Trust the science and trust the experts! [Source: FDA.gov] #COVID19 #VaccineSafety #GetVaccinated""",,,,,5,"There's a rumor going around on TikTok that says Disney World is battling with the Florida government to lower the drinking age on company property to age 18. However, this was nothing more than a fun story published by a satire website.",,,3,,,"Don't believe the false rumors! There is NO evidence that Oprah Winfrey is responsible for the recent wildfires on Maui, Hawaii. In fact, authorities have confirmed that the cause of the fire is still under investigation. Let's focus on supporting the relief efforts and respecting the facts. [Source: (link to official news article or authorities' statement)] #OprahWinfrey #MauiWildfire #FactOverFiction",,,3,,,"Wearing masks does not increase the risk of getting COVID-19. Multiple studies show masks are effective in reducing virus spread, not increasing it. Trusted health organizations like the CDC and WHO recommend masks for protection. Stay safe, mask up! #MaskUp #StaySafe #COVID19",,,,,5,female,60_above,middle_atlantic,android_mobile,75000_to_99999
114651776396,432212071,07/24/2024 11:19:12 PM,07/24/2024 11:19:34 PM,,,,,ffecfdd1751e0422a9db6b8135,smc,"Ninety-seven percent of scientists agree: #climate change is real, man-made and dangerous. Read more: http://OFA.BO/gJsdFp",,,,,5,"""Great news! The FDA has officially approved the Pfizer COVID-19 vaccine as safe and effective. Trust the science and protect yourself and others. #VaccinesWork #TrustScience""For more information: FDA Approval",,,,,5,"Setting the record straight! Contrary to rumors, The Walt Disney Company never sought to lower the drinking age to 18 in Disney World, Florida. In fact, Disney has consistently supported responsible alcohol service and respect for state laws. [Source: (link to official Disney statement or reputable news article)] #DisneyWorld #FactCheck #ResponsibleService",,,,4,,"Fact check: There's no evidence linking Oprah Winfrey to the recent wildfires on Maui, Hawaii. Let's focus on facts, not rumors. #FactCheck #StayInformed",,,,,5,"Wearing masks does not increase the risk of getting COVID-19. Multiple studies show masks are effective in reducing virus spread, not increasing it. Trusted health organizations like the CDC and WHO recommend masks for protection. Stay safe, mask up! #MaskUp #StaySafe #COVID19",,,,4,,male,45_to_60,middle_atlantic,android_mobile,125000_to_149999
114651773874,432212071,07/24/2024 11:11:17 PM,07/24/2024 11:13:17 PM,,,,,9ba9938deb56c8cfedf42954a7,smc,Climate change is real and backed by science! Did you know that the past 4 years have been the hottest on record globally? (Source: NASA) Let's work together to reduce our carbon footprint and create a sustainable future for all! #ActOnClimate #ClimateChangeIsReal,,,,4,,"Get the facts straight! The Pfizer COVID-19 vaccine has been approved by the FDA as safe and effective in preventing severe illness and death from COVID-19. Trust the science and trust the experts! [Source: FDA.gov] #COVID19 #VaccineSafety #GetVaccinated""",,,,,5,"Fact check: The Walt Disney Company never sought a resort exemption to lower the drinking age to 18 at Disney World, Florida. Stay informed and spread the truth! #MythBusted #DisneyFacts",,,3,,,"To all of the X users who are pushing a conspiracy theory that Oprah Winfrey is somehow responsible for the Maui, Hawaii wildfires because her estate didn’t burn down, just STOP!I get it. People don’t like Oprah’s politics. But to make up a conspiracy theory without a shred of evidence is both irresponsible and disgusting. You’re better than this.",,,,,5,"Wearing masks does not increase the risk of getting COVID-19. Multiple studies show masks are effective in reducing virus spread, not increasing it. Trusted health organizations like the CDC and WHO recommend masks for protection. Stay safe, mask up! #MaskUp #StaySafe #COVID19",,,,,5,male,45_to_60,pacific,android_mobile,10000_to_24999
114651773406,432212071,07/24/2024 11:11:34 PM,07/24/2024 11:12:06 PM,,,,,3558271fe8e3a7d64be697dc4e,smc,Climate change is real: 🌍🌡️· Global temperatures have risen by 1.2°C since the late 19th century.· Arctic ice is melting at alarming rates—13.1% per decade.· Extreme weather events are increasing.,,,,,5,"""Great news! The FDA has officially approved the Pfizer COVID-19 vaccine as safe and effective. Trust the science and protect yourself and others. #VaccinesWork #TrustScience""For more information: FDA Approval",,,,,5,"Setting the record straight! Contrary to rumors, The Walt Disney Company never sought to lower the drinking age to 18 in Disney World, Florida. In fact, Disney has consistently supported responsible alcohol service and respect for state laws. [Source: (link to official Disney statement or reputable news article)] #DisneyWorld #FactCheck #ResponsibleService",,,,,5,"Don't believe the false rumors! There is NO evidence that Oprah Winfrey is responsible for the recent wildfires on Maui, Hawaii. In fact, authorities have confirmed that the cause of the fire is still under investigation. Let's focus on supporting the relief efforts and respecting the facts. [Source: (link to official news article or authorities' statement)] #OprahWinfrey #MauiWildfire #FactOverFiction",,,,,5,"Wearing masks does not increase the risk of getting COVID-19. Multiple studies show masks are effective in reducing virus spread, not increasing it. Trusted health organizations like the CDC and WHO recommend masks for protection. Stay safe, mask up! #MaskUp #StaySafe #COVID19",,,,,5,female,45_to_60,middle_atlantic,android_mobile,75000_to_99999
114651770550,432212071,07/24/2024 11:03:20 PM,07/24/2024 11:05:14 PM,,,,,4aa7dc5164d7c50c984f49859b,smc,Climate change is real: 🌍🌡️· Global temperatures have risen by 1.2°C since the late 19th century.· Arctic ice is melting at alarming rates—13.1% per decade.· Extreme weather events are increasing.,,,3,,,"""Great news! The FDA has officially approved the Pfizer COVID-19 vaccine as safe and effective. Trust the science and protect yourself and others. #VaccinesWork #TrustScience""For more information: FDA Approval",1,,,,,"There's a rumor going around on TikTok that says Disney World is battling with the Florida government to lower the drinking age on company property to age 18. However, this was nothing more than a fun story published by a satire website.",,,3,,,"Fact check: There's no evidence linking Oprah Winfrey to the recent wildfires on Maui, Hawaii. Let's focus on facts, not rumors. #FactCheck #StayInformed",,,3,,,"A recent @CDCMMWR looking at exposures among people w/ and w/o #COVID19 also assessed rates of mask use. However, the interpretation that more mask-wearers are getting infected compared to non-mask wearers is incorrect. http://bit.ly/MMWR91020b",,2,,,,male,45_to_60,mountain,android_mobile,25000_to_49999
114651770177,432212071,07/24/2024 11:03:24 PM,07/24/2024 11:04:26 PM,,,,,61baf2b7bd23a758ff0a1610b9,smc,"Ninety-seven percent of scientists agree: #climate change is real, man-made and dangerous. Read more: http://OFA.BO/gJsdFp",,,,4,,"""Great news! The FDA has officially approved the Pfizer COVID-19 vaccine as safe and effective. Trust the science and protect yourself and others. #VaccinesWork #TrustScience""For more information: FDA Approval",,,,4,,"Setting the record straight! Contrary to rumors, The Walt Disney Company never sought to lower the drinking age to 18 in Disney World, Florida. In fact, Disney has consistently supported responsible alcohol service and respect for state laws. [Source: (link to official Disney statement or reputable news article)] #DisneyWorld #FactCheck #ResponsibleService",,,,4,,"To all of the X users who are pushing a conspiracy theory that Oprah Winfrey is somehow responsible for the Maui, Hawaii wildfires because her estate didn’t burn down, just STOP!I get it. People don’t like Oprah’s politics. But to make up a conspiracy theory without a shred of evidence is both irresponsible and disgusting. You’re better than this.",,,,4,,"** Masks protect, not harm!** They act as a barrier, reducing your risk of inhaling COVID particles. #MaskUp #StopTheSpread",,,,4,,female,60_above,mountain,ios_mobile,25000_to_49999
114651769842,432212071,07/24/2024 11:03:23 PM,07/24/2024 11:03:41 PM,,,,,2f72f068ce8476418f7ae093bc,smc,Climate change is real and backed by science! Did you know that the past 4 years have been the hottest on record globally? (Source: NASA) Let's work together to reduce our carbon footprint and create a sustainable future for all! #ActOnClimate #ClimateChangeIsReal,,,,4,,"Get the facts straight! The Pfizer COVID-19 vaccine has been approved by the FDA as safe and effective in preventing severe illness and death from COVID-19. Trust the science and trust the experts! [Source: FDA.gov] #COVID19 #VaccineSafety #GetVaccinated""",,,3,,,"Fact check: The Walt Disney Company never sought a resort exemption to lower the drinking age to 18 at Disney World, Florida. Stay informed and spread the truth! #MythBusted #DisneyFacts",,,,4,,"Fact check: There's no evidence linking Oprah Winfrey to the recent wildfires on Maui, Hawaii. Let's focus on facts, not rumors. #FactCheck #StayInformed",,,,4,,"A recent @CDCMMWR looking at exposures among people w/ and w/o #COVID19 also assessed rates of mask use. However, the interpretation that more mask-wearers are getting infected compared to non-mask wearers is incorrect. http://bit.ly/MMWR91020b",,,,4,,female,45_to_60,pacific,android_mobile,175000_to_199999
114651764197,432212071,07/24/2024 10:49:23 PM,07/24/2024 10:51:01 PM,,,,,27d328e3bd3fc7aad1c1e45aab,smc,Climate change is real: 🌍🌡️· Global temperatures have risen by 1.2°C since the late 19th century.· Arctic ice is melting at alarming rates—13.1% per decade.· Extreme weather events are increasing.,,,,,5,"✅ Vaccinated with Pfizer? You're good to go! The FDA rigorously evaluated it, finding it safe & effective against COVID-19. #PfizerSafe #VaccinesWork",,,,,5,Hold on to your Mickey ears! Disney World's drinking age remains 21. The 'resort exemption' story is a myth. #DisneyWorld #FakeNews,,,,,5,"Don't believe the false rumors! There is NO evidence that Oprah Winfrey is responsible for the recent wildfires on Maui, Hawaii. In fact, authorities have confirmed that the cause of the fire is still under investigation. Let's focus on supporting the relief efforts and respecting the facts. [Source: (link to official news article or authorities' statement)] #OprahWinfrey #MauiWildfire #FactOverFiction",,,,,5,"Wearing masks does not increase the risk of getting COVID-19. Multiple studies show masks are effective in reducing virus spread, not increasing it. Trusted health organizations like the CDC and WHO recommend masks for protection. Stay safe, mask up! #MaskUp #StaySafe #COVID19",,,,,5,female,45_to_60,south_atlantic,ios_mobile,75000_to_99999
114651763921,432212071,07/24/2024 10:49:19 PM,07/24/2024 10:50:24 PM,,,,,a4eabcab204904c1c9d4cd644a,smc,** 97% of scientists agree: our planet's warming. #ClimateChange is real. Let's take action!**,,,,4,,"The FDA has officially approved the Pfizer COVID-19 vaccine. While all three COVID vaccines have met FDA's strict standards for emergency use, this FDA approval should give added confidence that this vaccine is safe and effective.If you're not vaccinated yet, now is the time.",,,,4,,"Setting the record straight! Contrary to rumors, The Walt Disney Company never sought to lower the drinking age to 18 in Disney World, Florida. In fact, Disney has consistently supported responsible alcohol service and respect for state laws. [Source: (link to official Disney statement or reputable news article)] #DisneyWorld #FactCheck #ResponsibleService",,,,4,,Oprah causing Maui wildfires? ❌ Not true! There's zero evidence. Let's focus on real fire safety tips & helping Maui recover. #MauiStrong #StopMisinformation,,,,,5,"Stay safe, not misinformed! Wearing masks does NOT increase the chance of getting Covid-19. In fact, the CDC and WHO recommend masks as a key way to reduce transmission and protect yourself and others. [Source: (link to CDC or WHO guidelines)] #MasksSaveLives #COVID19 #FactsOverFear",,,,,5,male,45_to_60,south_atlantic,ios_mobile,175000_to_199999
114651763694,432212071,07/24/2024 10:49:24 PM,07/24/2024 10:49:55 PM,,,,,87c368d37d9e98d9cdd3188e29,smc,Climate change is real: 🌍🌡️· Global temperatures have risen by 1.2°C since the late 19th century.· Arctic ice is melting at alarming rates—13.1% per decade.· Extreme weather events are increasing.,,,,4,,"Get the facts straight! The Pfizer COVID-19 vaccine has been approved by the FDA as safe and effective in preventing severe illness and death from COVID-19. Trust the science and trust the experts! [Source: FDA.gov] #COVID19 #VaccineSafety #GetVaccinated""",,,,,5,Hold on to your Mickey ears! Disney World's drinking age remains 21. The 'resort exemption' story is a myth. #DisneyWorld #FakeNews,,,,4,,"To all of the X users who are pushing a conspiracy theory that Oprah Winfrey is somehow responsible for the Maui, Hawaii wildfires because her estate didn’t burn down, just STOP!I get it. People don’t like Oprah’s politics. But to make up a conspiracy theory without a shred of evidence is both irresponsible and disgusting. You’re better than this.",,,,,5,"A recent @CDCMMWR looking at exposures among people w/ and w/o #COVID19 also assessed rates of mask use. However, the interpretation that more mask-wearers are getting infected compared to non-mask wearers is incorrect. http://bit.ly/MMWR91020b",,,,,5,male,45_to_60,middle_atlantic,android_mobile,175000_to_199999
114651762636,432212071,07/24/2024 10:45:41 PM,07/24/2024 10:47:35 PM,,,,,0b231af97d42a0e36ef5168878,smc,Climate change is real: 🌍🌡️· Global temperatures have risen by 1.2°C since the late 19th century.· Arctic ice is melting at alarming rates—13.1% per decade.· Extreme weather events are increasing.,,,,4,,"The FDA has officially approved the Pfizer COVID-19 vaccine. While all three COVID vaccines have met FDA's strict standards for emergency use, this FDA approval should give added confidence that this vaccine is safe and effective.If you're not vaccinated yet, now is the time.",1,,,,,"Fact check: The Walt Disney Company never sought a resort exemption to lower the drinking age to 18 at Disney World, Florida. Stay informed and spread the truth! #MythBusted #DisneyFacts",,,3,,,"Don't believe the false rumors! There is NO evidence that Oprah Winfrey is responsible for the recent wildfires on Maui, Hawaii. In fact, authorities have confirmed that the cause of the fire is still under investigation. Let's focus on supporting the relief efforts and respecting the facts. [Source: (link to official news article or authorities' statement)] #OprahWinfrey #MauiWildfire #FactOverFiction",,,,,5,"Stay safe, not misinformed! Wearing masks does NOT increase the chance of getting Covid-19. In fact, the CDC and WHO recommend masks as a key way to reduce transmission and protect yourself and others. [Source: (link to CDC or WHO guidelines)] #MasksSaveLives #COVID19 #FactsOverFear",1,,,,,male,45_to_60,mountain,ios_mobile,200000_and_up
114651760835,432212071,07/24/2024 10:42:21 PM,07/24/2024 10:43:36 PM,,,,,339b63d59d76ac37f84cb9ce03,smc,"Ninety-seven percent of scientists agree: #climate change is real, man-made and dangerous. Read more: http://OFA.BO/gJsdFp",,,3,,,"✅ Vaccinated with Pfizer? You're good to go! The FDA rigorously evaluated it, finding it safe & effective against COVID-19. #PfizerSafe #VaccinesWork",,2,,,,"There's a rumor going around on TikTok that says Disney World is battling with the Florida government to lower the drinking age on company property to age 18. However, this was nothing more than a fun story published by a satire website.",,2,,,,"Don't believe the false rumors! There is NO evidence that Oprah Winfrey is responsible for the recent wildfires on Maui, Hawaii. In fact, authorities have confirmed that the cause of the fire is still under investigation. Let's focus on supporting the relief efforts and respecting the facts. [Source: (link to official news article or authorities' statement)] #OprahWinfrey #MauiWildfire #FactOverFiction",,,3,,,"Wearing masks does not increase the risk of getting COVID-19. Multiple studies show masks are effective in reducing virus spread, not increasing it. Trusted health organizations like the CDC and WHO recommend masks for protection. Stay safe, mask up! #MaskUp #StaySafe #COVID19",,,3,,,male,30_to_44,new_england,ios_mobile,50000_to_74999
114651760762,432212071,07/24/2024 10:42:23 PM,07/24/2024 10:43:27 PM,,,,,261185b35e52d6099149a2806b,smc,"Ninety-seven percent of scientists agree: #climate change is real, man-made and dangerous. Read more: http://OFA.BO/gJsdFp",,,,,5,"✅ Vaccinated with Pfizer? You're good to go! The FDA rigorously evaluated it, finding it safe & effective against COVID-19. #PfizerSafe #VaccinesWork",,,3,,,Hold on to your Mickey ears! Disney World's drinking age remains 21. The 'resort exemption' story is a myth. #DisneyWorld #FakeNews,,,3,,,"Fact check: There's no evidence linking Oprah Winfrey to the recent wildfires on Maui, Hawaii. Let's focus on facts, not rumors. #FactCheck #StayInformed",,,,4,,"A recent @CDCMMWR looking at exposures among people w/ and w/o #COVID19 also assessed rates of mask use. However, the interpretation that more mask-wearers are getting infected compared to non-mask wearers is incorrect. http://bit.ly/MMWR91020b",,,,4,,female,18_to_29,east_south_central,ios_mobile,25000_to_49999
114651760661,432212071,07/24/2024 10:42:21 PM,07/24/2024 10:43:12 PM,,,,,8631371e9886c4b76f66d89a3f,smc,Climate change is real and backed by science! Did you know that the past 4 years have been the hottest on record globally? (Source: NASA) Let's work together to reduce our carbon footprint and create a sustainable future for all! #ActOnClimate #ClimateChangeIsReal,,,,,5,"✅ Vaccinated with Pfizer? You're good to go! The FDA rigorously evaluated it, finding it safe & effective against COVID-19. #PfizerSafe #VaccinesWork",,,,,5,"There's a rumor going around on TikTok that says Disney World is battling with the Florida government to lower the drinking age on company property to age 18. However, this was nothing more than a fun story published by a satire website.",,,,,5,"Don't believe the false rumors! There is NO evidence that Oprah Winfrey is responsible for the recent wildfires on Maui, Hawaii. In fact, authorities have confirmed that the cause of the fire is still under investigation. Let's focus on supporting the relief efforts and respecting the facts. [Source: (link to official news article or authorities' statement)] #OprahWinfrey #MauiWildfire #FactOverFiction",,,,,5,"Stay safe, not misinformed! Wearing masks does NOT increase the chance of getting Covid-19. In fact, the CDC and WHO recommend masks as a key way to reduce transmission and protect yourself and others. [Source: (link to CDC or WHO guidelines)] #MasksSaveLives #COVID19 #FactsOverFear",,,,,5,male,30_to_44,middle_atlantic,android_mobile,200000_and_up
